Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Was_Missing,Province_Was_Missing,Customer_Email_Filled_From_Reference,Province_Filled_From_Reference,Order_Date_Raw,Order_Date_Parse_Method,Order_Date_Was_Imputed,Customer_Name_Normalized,Quantity_Was_Invalid,Expected_Amount,Amount_Difference,Accuracy_Flag,Amount_Was_Negative,Amount_Looks_Like_Sentinel,Status_Was_Invalid,Transaction_Amount_Before_Capping,Outlier_Flag_Before_Capping,Amount_Was_Capped,Load_Delay_Hours,Timeliness_Status
T000141,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-06-19,2026-06-19 06:00:00,Food,4,98.35,0.0,393.4,Credit Card,Cancelled,N,False,False,False,False,31/02/2026,IMPUTED_FROM_LOAD_TS,True,Boss Wongsa,False,393.4,0.0,False,False,False,True,393.4,False,False,6.0,On Time
T000476,C0081,Film Srisawat,film.srisawat81@example.com,M,Chonburi,2026-03-20,2026-03-20 09:00:00,Food,4,432.12,0.0,1728.48,Bank Transfer,Processing,N,False,False,False,False,03/20/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Film Srisawat,False,1728.48,0.0,False,False,False,False,1728.48,False,False,9.0,On Time
T000433,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-02-11,2026-02-11 17:00:00,Food,6,225.36,0.05,1284.55,PromptPay,Processing,Y,False,False,False,False,2026-02-11,ISO_UNAMBIGUOUS,False,Jane Saelim,False,1284.55,0.0,False,False,False,False,1284.55,False,False,17.0,On Time
T000589,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-03-21,2026-03-21 08:00:00,Food,6,131.69,0.05,750.63,Cash on Delivery,Completed,N,False,False,False,False,2026-03-21,ISO_UNAMBIGUOUS,False,Aom Pattanakul,False,750.63,0.0,False,False,False,False,750.63,False,False,8.0,On Time
T000565,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-26,2026-05-26 10:00:00,Electronics,5,83.16,0.0,415.8,Credit Card,Returned,N,False,False,False,False,2026-05-26,ISO_UNAMBIGUOUS,False,Korn Dechawat,False,415.8,0.0,False,False,False,False,415.8,False,False,10.0,On Time
T000598,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-04-07,2026-04-07 10:00:00,Sports,4,486.91,0.05,1850.26,Credit Card,Completed,N,False,False,False,False,2026-04-07,ISO_UNAMBIGUOUS,False,Tee Maneerat,False,1850.26,0.0,False,False,False,False,1850.26,False,False,10.0,On Time
T000277,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-02-11,2026-02-11 12:00:00,Food,3,282.28,0.05,804.5,Cash on Delivery,Completed,N,False,False,False,False,2026/02/11,ISO_UNAMBIGUOUS,False,Aom Thongdee,False,804.5,0.0,False,False,False,False,804.5,False,False,12.0,On Time
T000344,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-01-14,2026-01-14 07:00:00,Sports,3,202.84,0.0,608.52,Credit Card,Processing,N,False,False,False,False,2026-01-14,ISO_UNAMBIGUOUS,False,Boss Wongsa,False,608.52,0.0,False,False,False,False,608.52,False,False,7.0,On Time
T000129,C0079,Mook Srisawat,mook.srisawat79@example.com,F,Chanthaburi,2026-04-15,2026-04-15 11:00:00,Electronics,3,105.51,0.1,284.88,PromptPay,Cancelled,N,False,False,False,False,2026-04-15,ISO_UNAMBIGUOUS,False,Mook Srisawat,False,284.88,0.0,False,False,False,False,284.88,False,False,11.0,On Time
T000044,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-01-26,2026-01-26 02:00:00,Beauty,5,273.16,0.2,1092.64,Cash on Delivery,Completed,N,False,False,False,False,26-01-2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Tee Wongsa,False,1092.64,0.0,False,False,False,False,1092.64,False,False,2.0,On Time
T000293,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-02-18,2026-02-20 01:00:00,Electronics,6,297.28,0.05,1694.5,Bank Transfer,Processing,N,False,False,False,False,2026-02-18,ISO_UNAMBIGUOUS,False,Pim Phromla,False,1694.5,0.0,False,False,False,False,1694.5,False,False,49.0,Late
T000146,C0132,Fah Saelim,fah.saelim132@example.com,M,Khon Kaen,2026-01-16,2026-01-16 02:00:00,Food,3,119.99,0.1,323.97,PromptPay,Returned,N,False,False,False,False,2026-01-16,ISO_UNAMBIGUOUS,False,Fah Saelim,False,323.97,0.0,False,False,False,False,323.97,False,False,2.0,On Time
T000559,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-05-19,2026-05-19 03:00:00,Electronics,4,385.46,0.05,1407.15,Bank Transfer,Returned,N,False,False,False,False,05/19/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Boss Kittikul,False,1464.75,-57.6,True,False,False,False,1407.15,False,False,3.0,On Time
T000082,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-02-22,2026-02-22 17:00:00,Electronics,4,213.82,0.0,855.28,Cash on Delivery,Processing,N,False,False,False,False,2026/02/22,ISO_UNAMBIGUOUS,False,Tee Srisawat,False,855.28,0.0,False,False,False,False,855.28,False,False,17.0,On Time
T000368,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-04-12,2026-04-12 01:00:00,Electronics,6,147.75,0.0,886.5,PromptPay,Processing,N,False,False,False,False,12-04-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Jane Chaiyo,False,886.5,0.0,False,False,False,False,886.5,False,False,1.0,On Time
T000353,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-04-16,2026-04-16 04:00:00,Electronics,6,143.3,0.0,859.8,PromptPay,Cancelled,N,True,False,True,False,2026-04-16,ISO_UNAMBIGUOUS,False,Jane Thongdee,False,859.8,0.0,False,False,False,False,859.8,False,False,4.0,On Time
T000505,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-04-14,2026-04-14 17:00:00,Beauty,5,258.8,0.0,1294.0,Credit Card,Processing,N,False,False,False,False,14/04/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Tee Wongsa,False,1294.0,0.0,False,False,False,False,1294.0,False,False,17.0,On Time
T000571,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-01-17,2026-01-20 13:00:00,Food,4,236.68,0.0,946.72,Cash on Delivery,Completed,N,False,False,False,False,17-01-2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Aom Thongdee,False,946.72,0.0,False,False,False,False,946.72,False,False,85.0,Late
T000599,C0039,Beam Boonmee,beam.boonmee39@example.com,M,Rayong,2026-01-01,2026-01-01 07:00:00,Sports,1,470.07,0.15,318.43,Credit Card,Returned,N,False,False,False,False,2026-01-01,ISO_UNAMBIGUOUS,False,Beam Boonmee,False,399.56,-81.13,True,False,False,False,318.43,False,False,7.0,On Time
T000074,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-06-12,2026-06-12 08:00:00,Beauty,6,166.19,0.1,897.43,PromptPay,Returned,Y,False,False,False,False,2026-06-12,ISO_UNAMBIGUOUS,False,Film Kittikul,False,897.43,0.0,False,False,False,False,897.43,False,False,8.0,On Time
T000205,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-06-28,2026-06-28 16:00:00,Food,6,247.3,0.0,1483.8,Cash on Delivery,Cancelled,N,True,False,True,False,2026-06-28,ISO_UNAMBIGUOUS,False,Pim Wongsa,False,1483.8,0.0,False,False,False,False,1483.8,False,False,16.0,On Time
T000070,C0062,Beam Rattanakul,beam.rattanakul62@example.com,M,Bangkok,2026-03-31,2026-03-31 08:00:00,Beauty,6,210.09,0.0,1260.54,Credit Card,Completed,N,True,False,True,False,31-03-2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Beam Rattanakul,False,1260.54,0.0,False,False,False,False,1260.54,False,False,8.0,On Time
T000130,C0093,Bank Thongdee,bank.thongdee93@example.com,F,Khon Kaen,2026-01-06,2026-01-06 08:00:00,Sports,3,162.6,0.1,439.02,PromptPay,Cancelled,N,False,False,False,False,06-01-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Bank Thongdee,False,439.02,0.0,False,False,False,False,439.02,False,False,8.0,On Time
T000411,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-01-09,2026-01-09 11:00:00,Beauty,5,268.07,0.0,1340.35,PromptPay,Cancelled,N,False,False,False,False,09-01-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Mint Maneerat,False,1340.35,0.0,False,False,False,False,1340.35,False,False,11.0,On Time
T900007,C0149,May Pattanakul,may.pattanakul149@example.com,F,Chiang Mai,2026-04-03,2026-04-03 17:00:00,Fashion,2,218.01,0.1,392.42,Bank Transfer,Returned,N,False,False,False,False,31/02/2026,IMPUTED_FROM_LOAD_TS,True,May Pattanakul,False,392.42,0.0,False,False,False,False,392.42,False,False,17.0,On Time
T000116,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-05-25,2026-05-25 06:00:00,Beauty,4,340.01,0.05,1292.04,Bank Transfer,Unknown,N,False,False,False,False,05/25/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Tee Srisawat,False,1292.04,0.0,False,False,False,True,1292.04,False,False,6.0,On Time
T000548,C0053,Jane Pattanakul,jane.pattanakul53@example.com,M,Nakhon Ratchasima,2026-01-08,2026-01-08 02:00:00,Beauty,4,77.7,0.0,310.8,Credit Card,Cancelled,N,False,False,False,False,08/01/2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Jane Pattanakul,False,310.8,0.0,False,False,False,False,310.8,False,False,2.0,On Time
T000211,C0150,Mook Chaiyo,mook.chaiyo150@example.com,F,Chiang Mai,2026-04-30,2026-04-30 05:00:00,Food,5,76.96,0.0,384.8,Credit Card,Cancelled,N,False,False,False,False,2026-04-30,ISO_UNAMBIGUOUS,False,Mook Chaiyo,False,384.8,0.0,False,False,False,False,384.8,False,False,5.0,On Time
T000558,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-06-27,2026-06-27 14:00:00,Electronics,2,89.22,0.0,115.33,Credit Card,Returned,N,False,False,False,False,2026-06-27,ISO_UNAMBIGUOUS,False,Pim Srisawat,False,178.44,-63.11,True,False,False,False,115.33,False,False,14.0,On Time
T000531,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-01-10,2026-01-10 10:00:00,Sports,1,103.51,0.15,87.98,PromptPay,Returned,N,False,False,False,False,2026-01-10,ISO_UNAMBIGUOUS,False,May Lertprasert,False,87.98,0.0,False,False,False,False,87.98,False,False,10.0,On Time
T000250,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-02-04,2026-02-04 19:00:00,Food,5,231.48,0.15,983.79,Cash on Delivery,Returned,N,False,False,False,False,02/04/2026,RESOLVED_BY_LOAD_TS (MM/DD/YYYY),False,Mint Rattanakul,False,983.79,0.0,False,False,False,False,983.79,False,False,19.0,On Time
T000179,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-02-23,2026-02-23 15:00:00,Sports,6,87.78,0.0,526.68,Credit Card,Cancelled,N,False,False,False,False,2026/02/23,ISO_UNAMBIGUOUS,False,Fah Pattanakul,False,526.68,0.0,False,False,False,False,526.68,False,False,15.0,On Time
T000105,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-07,2026-05-07 08:00:00,Food,2,79.14,0.0,158.28,Credit Card,Processing,N,False,False,False,False,2026-05-07,ISO_UNAMBIGUOUS,False,Korn Dechawat,False,158.28,0.0,False,False,False,False,158.28,False,False,8.0,On Time
T000462,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-06-25,2026-06-25 18:00:00,Beauty,1,137.25,0.1,123.53,Cash on Delivery,Cancelled,N,False,True,False,True,06/25/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Aom Thongdee,False,123.52,0.01,False,False,False,False,123.53,False,False,18.0,On Time
T000441,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-03-01,2026-03-01 13:00:00,Sports,2,211.65,0.15,359.81,Credit Card,Cancelled,N,False,True,False,True,2026/03/01,ISO_UNAMBIGUOUS,False,Korn Lertprasert,False,359.8,0.01,False,False,False,False,359.81,False,False,13.0,On Time
T000118,C0024,Fah Boonmee,fah.boonmee24@example.com,F,Bangkok,2026-06-22,2026-06-22 01:00:00,Electronics,5,198.5,0.05,942.88,Cash on Delivery,Completed,N,False,False,False,False,2026-06-22,ISO_UNAMBIGUOUS,False,Fah Boonmee,False,942.88,0.0,False,False,False,False,942.88,False,False,1.0,On Time
T000050,C0122,Anan Wongsa,anan.wongsa122@example.com,M,Chanthaburi,2026-02-27,2026-02-27 15:00:00,Food,6,188.54,0.05,1074.68,PromptPay,Completed,N,False,False,False,False,02/27/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Anan Wongsa,False,1074.68,0.0,False,False,False,False,1074.68,False,False,15.0,On Time
T000253,C0149,May Pattanakul,may.pattanakul149@example.com,F,Unknown,2026-04-21,2026-04-21 14:00:00,Electronics,6,166.88,0.15,851.09,Bank Transfer,Returned,N,False,True,False,False,2026-04-21,ISO_UNAMBIGUOUS,False,May Pattanakul,False,851.09,0.0,False,False,False,False,851.09,False,False,14.0,On Time
T000479,C0133,Gun Kittikul,gun.kittikul133@example.com,F,Phuket,2026-05-28,2026-05-28 11:00:00,Home,6,98.7,0.1,382.34,PromptPay,Returned,N,True,False,True,False,05/28/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Gun Kittikul,False,532.98,-150.64,True,False,False,False,382.34,False,False,11.0,On Time
T000139,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-05-24,2026-05-24 19:00:00,Electronics,4,172.46,0.15,586.36,PromptPay,Cancelled,N,False,False,False,False,24-05-2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Gun Phromla,False,586.36,0.0,False,False,False,False,586.36,False,False,19.0,On Time
T000300,C0176,Ploy Boonmee,ploy.boonmee176@example.com,M,Chanthaburi,2026-02-19,2026-02-19 17:00:00,Fashion,1,666.44,0.1,599.8,Bank Transfer,Completed,N,False,False,False,False,2026-02-19,ISO_UNAMBIGUOUS,False,Ploy Boonmee,False,599.8,0.0,False,False,False,False,599.8,False,False,17.0,On Time
T000510,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-02-12,2026-02-12 18:00:00,Beauty,3,116.82,0.0,350.46,Credit Card,Completed,N,False,False,False,False,2026-02-12,ISO_UNAMBIGUOUS,False,Korn Lertprasert,False,350.46,0.0,False,False,False,False,350.46,False,False,18.0,On Time
T000171,C0166,Jane Srisawat,jane.srisawat166@example.com,F,Nakhon Ratchasima,2026-05-30,2026-05-30 17:00:00,Fashion,5,151.98,0.0,759.9,PromptPay,Cancelled,N,False,False,False,False,2026-05-30,ISO_UNAMBIGUOUS,False,Jane Srisawat,False,759.9,0.0,False,False,False,False,759.9,False,False,17.0,On Time
T000528,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,2026-03-14,2026-03-14 16:00:00,Beauty,3,137.2,0.05,391.02,Cash on Delivery,Processing,N,False,False,False,False,2026-03-14,ISO_UNAMBIGUOUS,False,May Pattanakul,False,391.02,0.0,False,False,False,False,391.02,False,False,16.0,On Time
T900001,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Beauty,3,286.06,0.0,858.18,Bank Transfer,Returned,N,False,False,False,False,2026-02-03,ISO_UNAMBIGUOUS,False,Tee Wongsa,False,858.18,0.0,False,False,False,False,858.18,False,False,3.0,On Time
T000532,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,2026-06-27,2026-06-27 06:00:00,Electronics,3,148.42,0.1,400.73,PromptPay,Cancelled,N,False,False,False,False,2026-06-27,ISO_UNAMBIGUOUS,False,Beam Sukjai,False,400.73,0.0,False,False,False,False,400.73,False,False,6.0,On Time
T000498,C0149,May Pattanakul,may.pattanakul149@example.com,F,Unknown,2026-03-22,2026-03-22 11:00:00,Home,4,166.41,0.0,665.64,Bank Transfer,Processing,N,False,True,False,False,2026/03/22,ISO_UNAMBIGUOUS,False,May Pattanakul,False,665.64,0.0,False,False,False,False,665.64,False,False,11.0,On Time
T000401,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-06-10,2026-06-10 15:00:00,Fashion,1,488.78,0.2,391.02,Cash on Delivery,Processing,N,False,False,False,False,2026-06-10,ISO_UNAMBIGUOUS,False,Film Boonmee,False,391.02,0.0,False,False,False,False,391.02,False,False,15.0,On Time
T000102,C0004,Tee Dechawat,tee.dechawat4@example.com,M,Bangkok,2026-06-12,2026-06-14 18:00:00,Electronics,1,144.45,0.15,1227.8,Bank Transfer,Completed,Y,False,False,False,False,2026-06-12,ISO_UNAMBIGUOUS,False,Tee Dechawat,False,122.78,1105.02,True,False,False,False,1227.8,False,False,66.0,Late
T000509,C0071,Aom Sukjai,aom.sukjai71@example.com,M,Chanthaburi,2026-03-08,2026-03-10 10:00:00,Beauty,3,90.67,0.0,272.01,Credit Card,Returned,N,False,False,False,False,2026-03-08,ISO_UNAMBIGUOUS,False,Aom Sukjai,False,272.01,0.0,False,False,False,False,272.01,False,False,58.0,Late
T000464,C0103,Tee Phromla,tee.phromla103@example.com,F,Phuket,2026-01-19,2026-01-19 05:00:00,Food,6,260.38,0.05,1484.17,Credit Card,Cancelled,N,False,False,False,False,01/19/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Tee Phromla,False,1484.17,0.0,False,False,False,False,1484.17,False,False,5.0,On Time
T000354,C0152,Tee Dechawat,tee.dechawat152@example.com,M,Chanthaburi,2026-02-15,2026-02-15 19:00:00,Fashion,1,177.36,0.0,177.36,Bank Transfer,Completed,N,False,False,False,False,02/15/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Tee Dechawat,False,177.36,0.0,False,False,False,False,177.36,False,False,19.0,On Time
T000358,C0069,Jane Saelim,jane.saelim69@example.com,M,Khon Kaen,2026-01-22,2026-01-22 04:00:00,Electronics,2,327.93,0.05,623.07,PromptPay,Cancelled,N,False,False,False,False,2026-01-22,ISO_UNAMBIGUOUS,False,Jane Saelim,False,623.07,0.0,False,False,False,False,623.07,False,False,4.0,On Time
T000583,C0119,Boss Khamdee,boss.khamdee119@example.com,M,Khon Kaen,2026-05-03,2026-05-03 17:00:00,Fashion,1,149.8,0.2,119.84,Credit Card,Completed,N,False,False,False,False,2026-05-03,ISO_UNAMBIGUOUS,False,Boss Khamdee,False,119.84,0.0,False,False,False,False,119.84,False,False,17.0,On Time
T000542,C0104,May Srisawat,may.srisawat104@example.com,F,Chonburi,2026-02-28,2026-02-28 05:00:00,Sports,5,199.81,0.05,949.1,PromptPay,Completed,N,False,False,False,False,2026/02/28,ISO_UNAMBIGUOUS,False,May Srisawat,False,949.1,0.0,False,False,False,False,949.1,False,False,5.0,On Time
T000183,C0001,Tee Saelim,tee.saelim1@example.com,F,Bangkok,2026-04-15,2026-04-15 09:00:00,Home,4,167.56,0.0,670.24,Bank Transfer,Processing,N,False,False,False,False,2026/04/15,ISO_UNAMBIGUOUS,False,Tee Saelim,False,670.24,0.0,False,False,False,False,670.24,False,False,9.0,On Time
T000158,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-02-13,2026-02-13 07:00:00,Food,6,175.83,0.1,949.48,PromptPay,Returned,N,False,False,False,False,2026/02/13,ISO_UNAMBIGUOUS,False,Gun Dechawat,False,949.48,0.0,False,False,False,False,949.48,False,False,7.0,On Time
T000117,C0025,Mook Srisawat,mook.srisawat25@example.com,M,Nakhon Ratchasima,2026-02-28,2026-02-28 02:00:00,Fashion,5,202.7,0.2,694.33,PromptPay,Returned,N,False,False,False,False,2026/02/28,ISO_UNAMBIGUOUS,False,Mook Srisawat,False,810.8,-116.47,True,False,False,False,694.33,False,False,2.0,On Time
T000213,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-05-21,2026-05-25 19:00:00,Sports,5,284.47,0.1,1280.12,Cash on Delivery,Processing,N,False,False,False,False,2026-05-21,ISO_UNAMBIGUOUS,False,Narin Wongsa,False,1280.12,0.0,False,False,False,False,1280.12,False,False,115.0,Late
T000577,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-09,2026-03-09 03:00:00,Home,2,376.66,0.2,602.66,Cash on Delivery,Processing,Y,False,False,False,False,09-03-2026,RESOLVED_BY_LOAD_TS (DD/MM/YYYY),False,Jane Saelim,False,602.66,0.0,False,False,False,False,602.66,False,False,3.0,On Time
T000203,C0070,Pim Chaiyo,pim.chaiyo70@example.com,M,Khon Kaen,2026-05-22,2026-05-22 19:00:00,Home,2,114.35,0.05,217.26,PromptPay,Processing,N,False,False,False,False,05/22/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Pim Chaiyo,False,217.26,0.0,False,False,False,False,217.26,False,False,19.0,On Time
T000320,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-02-23,2026-02-23 17:00:00,Sports,6,333.51,0.0,2001.06,PromptPay,Processing,N,False,False,False,False,2026-02-23,ISO_UNAMBIGUOUS,False,Mook Rattanakul,False,2001.06,0.0,False,False,False,False,2001.06,False,False,17.0,On Time
T000315,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-03-17,2026-03-17 12:00:00,Beauty,5,247.85,0.0,1239.25,Cash on Delivery,Cancelled,N,False,False,False,False,03/17/2026,RESOLVED_BY_CALENDAR (MM/DD/YYYY),False,Aom Pattanakul,False,1239.25,0.0,False,False,False,False,1239.25,False,False,12.0,On Time
T000410,C0172,Beam Saelim,beam.saelim172@example.com,F,Rayong,2026-02-05,2026-02-05 10:00:00,Food,2,64.3,0.1,115.74,PromptPay,Returned,N,False,False,False,False,2026-02-05,ISO_UNAMBIGUOUS,False,Beam Saelim,False,115.74,0.0,False,False,False,False,115.74,False,False,10.0,On Time
T000121,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-01-22,2026-01-22 07:00:00,Fashion,1,76.25,0.05,72.44,Cash on Delivery,Completed,N,False,False,False,False,22/01/2026,RESOLVED_BY_CALENDAR (DD/MM/YYYY),False,Korn Phromla,False,72.44,0.0,False,False,False,False,72.44,False,False,7.0,On Time
T000210,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-03-28,2026-03-28 02:00:00,Electronics,6,213.42,0.15,1088.44,Bank Transfer,Completed,N,False,False,False,False,2026-03-28,ISO_UNAMBIGUOUS,False,Gun Phromla,False,1088.44,0.0,False,False,False,False,1088.44,False,False,2.0,On Time
T000319,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-04-14,2026-04-14 11:00:00,Electronics,6,312.61,0.1,1688.09,Bank Transfer,Returned,N,False,False,False,False,2026-04-14,ISO_UNAMBIGUOUS,False,Ploy Khamdee,False,1688.09,0.0,False,False,False,False,1688.09,False,False,11.0,On Time
